8.56727;0.218962;2.71747
0.457979;7.65807;1.89226
6.36586;6.51825;7.68435
8.10339;1.87111;9.07743
4.36158;0.310331;6.02923
1.30661;8.60452;8.49216
1.68017;0.26438;4.08437
5.85252;6.40654;1.65074
5.79531;1.62374;0.65314
6.409;3.24253;2.42563
6.11248;8.20322;0.885725
1.69751;1.14411;9.44603
9.56473;4.00207;9.90902
5.60125;1.87603;6.91905
2.12586;6.48862;5.04896
9.78333;2.98561;0.612537
5.25574;5.99607;5.2686
8.05307;0.326746;3.62967
3.5732;9.20699;1.97023
7.97099;0.81554;9.36988
4.43914;8.56273;2.17812
1.88213;0.20219;1.07765
1.51757;4.90553;4.8414
3.74079;9.99327;9.76322
8.97183;1.86561;9.92966
6.19983;5.07085;0.381842
5.89359;8.32479;6.39886
0.152794;4.03084;2.27243
1.75774;2.82709;7.86099
3.19929;4.02654;6.49564
9.27921;1.58436;2.93261
7.05744;2.59556;9.01576
9.70348;1.30489;9.53775
2.92616;6.9288;4.35388
7.55661;2.61287;5.07534
4.59036;6.02958;8.2077
9.16941;3.99421;4.13806
0.556439;4.01122;9.55168
4.65555;1.24121;6.29823
4.68284;8.15826;7.73018
9.89464;5.92018;6.34022
6.62415;9.51883;2.27618
0.136719;8.4324;8.43729
1.88702;7.04428;7.91418
0.180148;8.52974;4.87374
0.43556;7.08544;4.94222
1.29215;0.844587;7.86402
3.94296;3.00339;0.715669
9.35153;6.33349;0.678245
7.86562;4.75733;8.25472
3.64318;2.90773;3.69736
8.81484;6.20262;6.67666
2.84495;5.72277;4.14135
1.65036;8.65059;4.24094
1.14698;5.52103;6.17423
8.01447;8.43959;8.1736
5.75964;5.85803;8.43662
1.8503;1.52988;8.52231
9.02069;7.85855;4.21383
2.00793;7.83402;5.95617
0.823797;9.86282;6.19506
2.79751;3.66808;7.41534
3.48072;7.86199;4.25818
1.31073;3.3066;8.99605
3.306;5.7101;1.40007
9.67983;7.22828;1.32512
7.9406;7.29695;2.6144
5.42652;6.94549;4.04931
3.32408;7.5256;3.2751
2.59788;9.04607;1.21291
9.66305;1.28078;6.44102
5.32122;2.00497;2.59057
0.485445;6.08482;5.37258
3.11934;0.884016;2.33889
7.6239;8.98073;3.00513
8.06579;4.43912;5.82769
2.00066;6.17776;6.50158
7.9701;1.35606;2.57034
0.814409;7.00863;6.76671
6.04533;4.25304;7.83767
7.65939;9.57541;1.83013
4.82731;8.01358;5.95363
2.72994;4.89543;4.73754
0.366852;5.09864;5.62366
9.6293;7.35558;8.80641
7.21097;6.63771;8.74613
4.15253;2.78238;7.76472
6.60084;8.55876;4.44175
2.26194;4.72017;3.6849
0.0865619;9.1927;3.84839
1.1906;9.50779;0.483815
8.53333;0.335191;7.3393
5.52318;9.91712;8.45961
2.40044;3.47689;4.12833
6.44815;4.17527;1.11046
7.42374;7.4667;1.60632
8.5227;2.84337;5.63916
1.26697;6.38514;8.34139
2.44777;8.55403;8.39621
7.30015;6.13729;2.89526
4.85587;8.85271;1.01906
3.66745;5.1426;3.50803
8.77175;1.66627;8.3602
5.51313;6.7047;6.19403
2.7466;6.9514;6.27933
4.74684;4.88684;2.04549
8.58547;9.11174;2.18632
3.06814;9.8144;7.58915
9.85446;8.28267;3.2852
3.67053;8.72626;5.86479
7.84263;7.52463;8.65303
1.51421;9.53076;1.77812
0.00806757;6.04386;1.59702
8.47882;4.82544;0.7677
2.60669;4.72552;7.7678
0.723141;3.32064;8.10098
4.66933;2.67811;1.43881
5.68164;3.08051;8.53797
6.36954;2.29576;8.30757
9.56284;7.92658;5.51711
8.78929;7.8545;1.47443
3.17466;8.63902;4.89155
0.172874;2.89697;4.50356
3.34344;3.6271;5.38031
8.55204;5.22072;3.7521
9.10703;3.57769;6.53797
9.21261;0.975621;0.938962
5.22685;3.58861;1.89475
5.87428;9.01009;5.44246
6.17749;5.63843;9.34401
7.43519;5.36209;5.99415
9.5633;5.00869;2.72525
2.63923;9.28964;4.25054
8.69699;0.175482;0.219054
4.12681;7.78861;0.971663
7.76092;6.79293;4.55611
6.64341;7.8529;5.83092
0.659855;1.27208;3.70485
1.07707;4.87616;1.43858
6.95355;3.8772;8.0642
6.4554;2.16371;2.70655
6.24024;9.3105;3.31287
6.60902;9.9172;5.18227
5.0615;0.775961;2.84023
0.467088;7.99871;0.493505
4.7013;9.42152;8.77927
2.10454;8.79659;2.16525
9.73747;9.61821;8.40198
