0;0.714286;0.714286
0.714286;0;0.714286
0.714286;0.714286;0
1.42857;0.714286;0.714286
2.14286;0;0.714286
2.14286;0.714286;0
2.85714;0.714286;0.714286
3.57143;0;0.714286
3.57143;0.714286;0
4.28571;0.714286;0.714286
5;0;0.714286
5;0.714286;0
5.71429;0.714286;0.714286
6.42857;0;0.714286
6.42857;0.714286;0
7.14286;0.714286;0.714286
7.85714;0;0.714286
7.85714;0.714286;0
8.57143;0.714286;0.714286
9.28571;0;0.714286
9.28571;0.714286;0
0;2.14286;0.714286
0.714286;1.42857;0.714286
0.714286;2.14286;0
1.42857;2.14286;0.714286
2.14286;1.42857;0.714286
2.14286;2.14286;0
2.85714;2.14286;0.714286
3.57143;1.42857;0.714286
3.57143;2.14286;0
4.28571;2.14286;0.714286
5;1.42857;0.714286
5;2.14286;0
5.71429;2.14286;0.714286
6.42857;1.42857;0.714286
6.42857;2.14286;0
7.14286;2.14286;0.714286
7.85714;1.42857;0.714286
7.85714;2.14286;0
8.57143;2.14286;0.714286
9.28571;1.42857;0.714286
9.28571;2.14286;0
0;3.57143;0.714286
0.714286;2.85714;0.714286
0.714286;3.57143;0
1.42857;3.57143;0.714286
2.14286;2.85714;0.714286
2.14286;3.57143;0
2.85714;3.57143;0.714286
3.57143;2.85714;0.714286
3.57143;3.57143;0
4.28571;3.57143;0.714286
5;2.85714;0.714286
5;3.57143;0
5.71429;3.57143;0.714286
6.42857;2.85714;0.714286
6.42857;3.57143;0
7.14286;3.57143;0.714286
7.85714;2.85714;0.714286
7.85714;3.57143;0
8.57143;3.57143;0.714286
9.28571;2.85714;0.714286
9.28571;3.57143;0
0;5;0.714286
0.714286;4.28571;0.714286
0.714286;5;0
1.42857;5;0.714286
2.14286;4.28571;0.714286
2.14286;5;0
2.85714;5;0.714286
3.57143;4.28571;0.714286
3.57143;5;0
4.28571;5;0.714286
5;4.28571;0.714286
5;5;0
5.71429;5;0.714286
6.42857;4.28571;0.714286
6.42857;5;0
7.14286;5;0.714286
7.85714;4.28571;0.714286
7.85714;5;0
8.57143;5;0.714286
9.28571;4.28571;0.714286
9.28571;5;0
0;6.42857;0.714286
0.714286;5.71429;0.714286
0.714286;6.42857;0
1.42857;6.42857;0.714286
2.14286;5.71429;0.714286
2.14286;6.42857;0
2.85714;6.42857;0.714286
3.57143;5.71429;0.714286
3.57143;6.42857;0
4.28571;6.42857;0.714286
5;5.71429;0.714286
5;6.42857;0
5.71429;6.42857;0.714286
6.42857;5.71429;0.714286
6.42857;6.42857;0
7.14286;6.42857;0.714286
7.85714;5.71429;0.714286
7.85714;6.42857;0
8.57143;6.42857;0.714286
9.28571;5.71429;0.714286
9.28571;6.42857;0
0;7.85714;0.714286
0.714286;7.14286;0.714286
0.714286;7.85714;0
1.42857;7.85714;0.714286
2.14286;7.14286;0.714286
2.14286;7.85714;0
2.85714;7.85714;0.714286
3.57143;7.14286;0.714286
3.57143;7.85714;0
4.28571;7.85714;0.714286
5;7.14286;0.714286
5;7.85714;0
5.71429;7.85714;0.714286
6.42857;7.14286;0.714286
6.42857;7.85714;0
7.14286;7.85714;0.714286
7.85714;7.14286;0.714286
7.85714;7.85714;0
8.57143;7.85714;0.714286
9.28571;7.14286;0.714286
9.28571;7.85714;0
0;9.28571;0.714286
0.714286;8.57143;0.714286
0.714286;9.28571;0
1.42857;9.28571;0.714286
2.14286;8.57143;0.714286
2.14286;9.28571;0
2.85714;9.28571;0.714286
3.57143;8.57143;0.714286
3.57143;9.28571;0
4.28571;9.28571;0.714286
5;8.57143;0.714286
5;9.28571;0
5.71429;9.28571;0.714286
6.42857;8.57143;0.714286
6.42857;9.28571;0
7.14286;9.28571;0.714286
7.85714;8.57143;0.714286
7.85714;9.28571;0
8.57143;9.28571;0.714286
9.28571;8.57143;0.714286
9.28571;9.28571;0
0;0.714286;2.14286
0.714286;0;2.14286
0.714286;0.714286;1.42857
1.42857;0.714286;2.14286
2.14286;0;2.14286
2.14286;0.714286;1.42857
2.85714;0.714286;2.14286
3.57143;0;2.14286
3.57143;0.714286;1.42857
4.28571;0.714286;2.14286
5;0;2.14286
5;0.714286;1.42857
5.71429;0.714286;2.14286
6.42857;0;2.14286
6.42857;0.714286;1.42857
7.14286;0.714286;2.14286
7.85714;0;2.14286
7.85714;0.714286;1.42857
8.57143;0.714286;2.14286
9.28571;0;2.14286
9.28571;0.714286;1.42857
0;2.14286;2.14286
0.714286;1.42857;2.14286
0.714286;2.14286;1.42857
1.42857;2.14286;2.14286
