9.77843;0.38628;0.457708
0.748112;0.0494831;0.283818
0.981819;1.03926;9.90448
1.4047;0.740681;0.768107
1.74504;9.76111;0.0748576
2.0891;0.709;9.80152
2.72944;0.305515;0.709572
3.59834;9.78618;0.486427
3.24117;0.710031;9.93283
4.29939;0.486279;0.179398
5.15133;0.00276481;0.684968
5.33286;0.644247;9.7817
5.67498;1.12301;0.789394
6.07439;0.107849;0.293706
6.28057;1.01621;9.79828
7.09003;0.484578;0.37184
8.16926;0.127877;0.412386
8.16495;1.1325;0.0318758
8.63145;1.11451;0.986604
9.02921;9.85684;0.942099
8.96107;0.360774;9.82494
0.0872849;2.31731;0.323255
0.354338;1.24066;0.664349
0.892864;1.9416;9.42891
1.21561;2.01163;0.637685
2.3055;1.41792;0.639374
1.87168;1.6886;9.7571
2.89151;2.0993;0.198625
3.60641;1.38915;0.7209
3.60217;2.36745;9.31326
4.24463;2.36756;0.295595
4.93736;1.4948;0.197251
5.25962;2.32598;9.70263
5.70729;2.16036;0.629044
6.69904;1.42525;0.776574
6.59374;2.03538;9.74135
7.47457;2.39996;0.13198
7.71853;1.58882;0.871137
8.0519;1.94886;9.39913
8.47455;2.28856;0.26287
9.34029;1.39373;0.310562
9.62647;1.85897;9.40374
0.249816;3.462;0.445963
0.88285;2.83528;9.89707
0.724966;3.71486;9.24204
1.31911;3.67033;0.432227
2.28901;3.01948;0.168215
1.65313;3.26098;9.37049
2.84442;3.7934;0.576257
3.33439;3.00584;0.184295
3.39844;3.39746;9.25734
4.2763;3.48864;9.98
5.07901;2.94882;0.465467
5.33695;3.73354;9.5981
5.76807;3.73398;0.646806
6.08341;2.94849;9.82075
6.61569;3.65386;9.2836
7.29613;3.49015;0.0593634
7.95503;3.0705;9.33066
8.63928;3.97554;9.4366
8.26212;3.29335;0.287815
9.32143;3.02104;0.0719495
9.75111;3.82646;9.46525
9.68062;4.86523;0.0775324
0.620615;4.37602;0.109536
0.996995;4.87068;9.27253
1.50364;4.8328;0.441951
2.15627;4.13321;9.65879
2.34132;5.35284;9.5412
2.88078;4.76033;0.321457
3.7939;4.14243;0.836347
3.6363;4.84683;9.35138
4.21842;5.14839;0.338513
4.91083;4.41449;0.366376
4.80965;5.20288;9.43239
5.78118;4.96596;0.200459
6.65364;4.28107;0.17424
6.20589;4.69048;9.27264
7.51302;4.89291;9.88849
7.56551;4.36862;0.818125
7.87588;4.48728;9.00522
8.5429;5.106;0.49052
8.92393;4.17405;0.377793
8.91993;5.14564;9.30122
9.931;6.3821;0.216135
0.578775;5.60859;0.297118
0.641999;6.03172;9.30472
1.31137;6.26287;0.713411
2.16253;5.72119;0.462812
1.60732;6.10976;9.62426
